Comunidad y ciudad autónoma de defunción;Covid-19;Sexo;Edad;Total
Galicia;Otras causas;Total;De 55 a 59 años;905
Galicia;Otras causas;Total;De 60 a 64 años;1.319
Galicia;Otras causas;Total;De 65 a 69 años;1.611
Galicia;Otras causas;Total;De 70 a 74 años;2.276
Galicia;Otras causas;Total;De 75 a 79 años;3.154
Galicia;Otras causas;Total;De 80 a 84 años;4.468
Galicia;Otras causas;Total;De 85 a 89 años;7.009
Galicia;Otras causas;Total;De 90 a 94 años;5.958
Galicia;Otras causas;Total;95 y más años;3.141
Galicia;Otras causas;Hombres;Total;15.489
Galicia;Otras causas;Hombres;De 0 a 49 años;570
Galicia;Otras causas;Hombres;De 50 a 54 años;374
Galicia;Otras causas;Hombres;De 55 a 59 años;599
Galicia;Otras causas;Hombres;De 60 a 64 años;900
Galicia;Otras causas;Hombres;De 65 a 69 años;1.124
Galicia;Otras causas;Hombres;De 70 a 74 años;1.538
Galicia;Otras causas;Hombres;De 75 a 79 años;1.952
Galicia;Otras causas;Hombres;De 80 a 84 años;2.380
Galicia;Otras causas;Hombres;De 85 a 89 años;3.123
Galicia;Otras causas;Hombres;De 90 a 94 años;2.128
Galicia;Otras causas;Hombres;95 y más años;801
Galicia;Otras causas;Mujeres;Total;15.808
Galicia;Otras causas;Mujeres;De 0 a 49 años;300
Galicia;Otras causas;Mujeres;De 50 a 54 años;212
Galicia;Otras causas;Mujeres;De 55 a 59 años;306
Galicia;Otras causas;Mujeres;De 60 a 64 años;419
Galicia;Otras causas;Mujeres;De 65 a 69 años;487
Galicia;Otras causas;Mujeres;De 70 a 74 años;738
Galicia;Otras causas;Mujeres;De 75 a 79 años;1.202
Galicia;Otras causas;Mujeres;De 80 a 84 años;2.088
Galicia;Otras causas;Mujeres;De 85 a 89 años;3.886
Galicia;Otras causas;Mujeres;De 90 a 94 años;3.830
Galicia;Otras causas;Mujeres;95 y más años;2.340
Madrid, Comunidad de;Total;Total;Total;66.206
Madrid, Comunidad de;Total;Total;De 0 a 49 años;2.050
Madrid, Comunidad de;Total;Total;De 50 a 54 años;1.313
Madrid, Comunidad de;Total;Total;De 55 a 59 años;2.005
Madrid, Comunidad de;Total;Total;De 60 a 64 años;2.807
Madrid, Comunidad de;Total;Total;De 65 a 69 años;3.515
Madrid, Comunidad de;Total;Total;De 70 a 74 años;5.263
Madrid, Comunidad de;Total;Total;De 75 a 79 años;7.153
Madrid, Comunidad de;Total;Total;De 80 a 84 años;9.846
Madrid, Comunidad de;Total;Total;De 85 a 89 años;14.100
Madrid, Comunidad de;Total;Total;De 90 a 94 años;11.911
Madrid, Comunidad de;Total;Total;95 y más años;6.243
Madrid, Comunidad de;Total;Hombres;Total;32.803
Madrid, Comunidad de;Total;Hombres;De 0 a 49 años;1.274
Madrid, Comunidad de;Total;Hombres;De 50 a 54 años;848
Madrid, Comunidad de;Total;Hombres;De 55 a 59 años;1.300
Madrid, Comunidad de;Total;Hombres;De 60 a 64 años;1.789
Madrid, Comunidad de;Total;Hombres;De 65 a 69 años;2.282
Madrid, Comunidad de;Total;Hombres;De 70 a 74 años;3.346
Madrid, Comunidad de;Total;Hombres;De 75 a 79 años;4.382
Madrid, Comunidad de;Total;Hombres;De 80 a 84 años;5.214
Madrid, Comunidad de;Total;Hombres;De 85 a 89 años;6.535
Madrid, Comunidad de;Total;Hombres;De 90 a 94 años;4.263
Madrid, Comunidad de;Total;Hombres;95 y más años;1.570
Madrid, Comunidad de;Total;Mujeres;Total;33.403
Madrid, Comunidad de;Total;Mujeres;De 0 a 49 años;776
Madrid, Comunidad de;Total;Mujeres;De 50 a 54 años;465
Madrid, Comunidad de;Total;Mujeres;De 55 a 59 años;705
Madrid, Comunidad de;Total;Mujeres;De 60 a 64 años;1.018
Madrid, Comunidad de;Total;Mujeres;De 65 a 69 años;1.233
Madrid, Comunidad de;Total;Mujeres;De 70 a 74 años;1.917
Madrid, Comunidad de;Total;Mujeres;De 75 a 79 años;2.771
Madrid, Comunidad de;Total;Mujeres;De 80 a 84 años;4.632
Madrid, Comunidad de;Total;Mujeres;De 85 a 89 años;7.565
Madrid, Comunidad de;Total;Mujeres;De 90 a 94 años;7.648
Madrid, Comunidad de;Total;Mujeres;95 y más años;4.673
Madrid, Comunidad de;Covid-19 Virus identificado;Total;Total;14.540
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 0 a 49 años;195
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 50 a 54 años;193
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 55 a 59 años;345
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 60 a 64 años;564
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 65 a 69 años;803
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 70 a 74 años;1.366
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 75 a 79 años;1.998
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 80 a 84 años;2.601
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 85 a 89 años;3.252
Madrid, Comunidad de;Covid-19 Virus identificado;Total;De 90 a 94 años;2.327
Madrid, Comunidad de;Covid-19 Virus identificado;Total;95 y más años;896
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;Total;8.300
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 0 a 49 años;128
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 50 a 54 años;137
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 55 a 59 años;248
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 60 a 64 años;417
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 65 a 69 años;580
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 70 a 74 años;928
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 75 a 79 años;1.343
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 80 a 84 años;1.544
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 85 a 89 años;1.709
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;De 90 a 94 años;978
Madrid, Comunidad de;Covid-19 Virus identificado;Hombres;95 y más años;288
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;Total;6.240
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;67
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;56
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;97
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;147
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;223
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;438
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;655
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;1.057
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;1.543
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;1.349
Madrid, Comunidad de;Covid-19 Virus identificado;Mujeres;95 y más años;608
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;Total;4.817
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;27
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;28
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;42
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;69
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;81
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;229
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;372
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;753
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;1.302
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;1.197
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;717
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;Total;1.983
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;20
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;18
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;29
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;38
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;55
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;145
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;221
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;354
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;558
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;378
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;167
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;2.834
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;7
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;10
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;13
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;31
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;26
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;84
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;151
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;399
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;744
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;819
Madrid, Comunidad de;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;550
Madrid, Comunidad de;Otras causas;Total;Total;46.849
Madrid, Comunidad de;Otras causas;Total;De 0 a 49 años;1.828
Madrid, Comunidad de;Otras causas;Total;De 50 a 54 años;1.092
Madrid, Comunidad de;Otras causas;Total;De 55 a 59 años;1.618
Madrid, Comunidad de;Otras causas;Total;De 60 a 64 años;2.174
Madrid, Comunidad de;Otras causas;Total;De 65 a 69 años;2.631
Madrid, Comunidad de;Otras causas;Total;De 70 a 74 años;3.668
Madrid, Comunidad de;Otras causas;Total;De 75 a 79 años;4.783
Madrid, Comunidad de;Otras causas;Total;De 80 a 84 años;6.492
Madrid, Comunidad de;Otras causas;Total;De 85 a 89 años;9.546
Madrid, Comunidad de;Otras causas;Total;De 90 a 94 años;8.387
Madrid, Comunidad de;Otras causas;Total;95 y más años;4.630
Madrid, Comunidad de;Otras causas;Hombres;Total;22.520
Madrid, Comunidad de;Otras causas;Hombres;De 0 a 49 años;1.126
Madrid, Comunidad de;Otras causas;Hombres;De 50 a 54 años;693
Madrid, Comunidad de;Otras causas;Hombres;De 55 a 59 años;1.023
Madrid, Comunidad de;Otras causas;Hombres;De 60 a 64 años;1.334
Madrid, Comunidad de;Otras causas;Hombres;De 65 a 69 años;1.647
Madrid, Comunidad de;Otras causas;Hombres;De 70 a 74 años;2.273
Madrid, Comunidad de;Otras causas;Hombres;De 75 a 79 años;2.818
Madrid, Comunidad de;Otras causas;Hombres;De 80 a 84 años;3.316
Madrid, Comunidad de;Otras causas;Hombres;De 85 a 89 años;4.268
Madrid, Comunidad de;Otras causas;Hombres;De 90 a 94 años;2.907
Madrid, Comunidad de;Otras causas;Hombres;95 y más años;1.115
Madrid, Comunidad de;Otras causas;Mujeres;Total;24.329
Madrid, Comunidad de;Otras causas;Mujeres;De 0 a 49 años;702
Madrid, Comunidad de;Otras causas;Mujeres;De 50 a 54 años;399
Madrid, Comunidad de;Otras causas;Mujeres;De 55 a 59 años;595
Madrid, Comunidad de;Otras causas;Mujeres;De 60 a 64 años;840
Madrid, Comunidad de;Otras causas;Mujeres;De 65 a 69 años;984
Madrid, Comunidad de;Otras causas;Mujeres;De 70 a 74 años;1.395
Madrid, Comunidad de;Otras causas;Mujeres;De 75 a 79 años;1.965
Madrid, Comunidad de;Otras causas;Mujeres;De 80 a 84 años;3.176
Madrid, Comunidad de;Otras causas;Mujeres;De 85 a 89 años;5.278
Madrid, Comunidad de;Otras causas;Mujeres;De 90 a 94 años;5.480
Madrid, Comunidad de;Otras causas;Mujeres;95 y más años;3.515
Murcia, Región de;Total;Total;Total;12.362
Murcia, Región de;Total;Total;De 0 a 49 años;554
Murcia, Región de;Total;Total;De 50 a 54 años;317
Murcia, Región de;Total;Total;De 55 a 59 años;442
Murcia, Región de;Total;Total;De 60 a 64 años;603
Murcia, Región de;Total;Total;De 65 a 69 años;666
Murcia, Región de;Total;Total;De 70 a 74 años;1.047
Murcia, Región de;Total;Total;De 75 a 79 años;1.319
Murcia, Región de;Total;Total;De 80 a 84 años;1.983
Murcia, Región de;Total;Total;De 85 a 89 años;2.574
Murcia, Región de;Total;Total;De 90 a 94 años;2.047
Murcia, Región de;Total;Total;95 y más años;810
Murcia, Región de;Total;Hombres;Total;6.463
Murcia, Región de;Total;Hombres;De 0 a 49 años;391
Murcia, Región de;Total;Hombres;De 50 a 54 años;221
Murcia, Región de;Total;Hombres;De 55 a 59 años;293
Murcia, Región de;Total;Hombres;De 60 a 64 años;412
Murcia, Región de;Total;Hombres;De 65 a 69 años;455
Murcia, Región de;Total;Hombres;De 70 a 74 años;720
Murcia, Región de;Total;Hombres;De 75 a 79 años;821
Murcia, Región de;Total;Hombres;De 80 a 84 años;1.009
Murcia, Región de;Total;Hombres;De 85 a 89 años;1.129
Murcia, Región de;Total;Hombres;De 90 a 94 años;770
Murcia, Región de;Total;Hombres;95 y más años;242
Murcia, Región de;Total;Mujeres;Total;5.899
Murcia, Región de;Total;Mujeres;De 0 a 49 años;163
Murcia, Región de;Total;Mujeres;De 50 a 54 años;96
Murcia, Región de;Total;Mujeres;De 55 a 59 años;149
Murcia, Región de;Total;Mujeres;De 60 a 64 años;191
Murcia, Región de;Total;Mujeres;De 65 a 69 años;211
Murcia, Región de;Total;Mujeres;De 70 a 74 años;327
Murcia, Región de;Total;Mujeres;De 75 a 79 años;498
Murcia, Región de;Total;Mujeres;De 80 a 84 años;974
Murcia, Región de;Total;Mujeres;De 85 a 89 años;1.445
Murcia, Región de;Total;Mujeres;De 90 a 94 años;1.277
Murcia, Región de;Total;Mujeres;95 y más años;568
Murcia, Región de;Covid-19 Virus identificado;Total;Total;738
Murcia, Región de;Covid-19 Virus identificado;Total;De 0 a 49 años;16
Murcia, Región de;Covid-19 Virus identificado;Total;De 50 a 54 años;14
Murcia, Región de;Covid-19 Virus identificado;Total;De 55 a 59 años;14
Murcia, Región de;Covid-19 Virus identificado;Total;De 60 a 64 años;40
Murcia, Región de;Covid-19 Virus identificado;Total;De 65 a 69 años;42
Murcia, Región de;Covid-19 Virus identificado;Total;De 70 a 74 años;73
Murcia, Región de;Covid-19 Virus identificado;Total;De 75 a 79 años;95
Murcia, Región de;Covid-19 Virus identificado;Total;De 80 a 84 años;127
Murcia, Región de;Covid-19 Virus identificado;Total;De 85 a 89 años;166
Murcia, Región de;Covid-19 Virus identificado;Total;De 90 a 94 años;108
Murcia, Región de;Covid-19 Virus identificado;Total;95 y más años;43
Murcia, Región de;Covid-19 Virus identificado;Hombres;Total;397
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 0 a 49 años;14
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 50 a 54 años;8
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 55 a 59 años;9
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 60 a 64 años;31
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 65 a 69 años;30
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 70 a 74 años;51
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 75 a 79 años;59
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 80 a 84 años;65
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 85 a 89 años;76
Murcia, Región de;Covid-19 Virus identificado;Hombres;De 90 a 94 años;43
Murcia, Región de;Covid-19 Virus identificado;Hombres;95 y más años;11
Murcia, Región de;Covid-19 Virus identificado;Mujeres;Total;341
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;2
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;6
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;5
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;9
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;12
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;22
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;36
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;62
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;90
Murcia, Región de;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;65
Murcia, Región de;Covid-19 Virus identificado;Mujeres;95 y más años;32
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;Total;32
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;1
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;..
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;..
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;2
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;..
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;2
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;2
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;4
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;10
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;10
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;1
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Hombres;Total;19
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;1
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;..
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;..
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;1
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;..
Murcia, Región de;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;1
